set_num,Retail,Value,Growth,Annual growth,Available at,Not yet
8723-1,C$5.39,C$26.93,400.0%,10.7%,,
8724-1,C$5.39,C$32.01,494.2%,12.6%,,
8725-1,C$5.39,C$25.95,381.7%,8.0%,,
8726-1,C$5.39,C$20.18,274.7%,6.4%,,
8727-1,C$13.49,C$131.15,872.5%,13.6%,,
8728-1,C$13.49,C$97.74,624.7%,12.6%,,
8729-1,C$13.49,C$101.49,652.6%,9.2%,,
8730-1,C$13.49,C$94.49,600.6%,10.7%,,
8731-1,C$13.49,C$85.41,533.3%,10.0%,,
8732-1,C$13.49,C$127.68,846.7%,11.0%,,
8733-1,C$26.99,C$527.74,1855.6%,15.9%,,
8734-1,C$26.99,C$353.27,1209.1%,14.2%,,
8735-1,C$53.99,C$60.75,12.5%,1.4%,,
8736-1,C$12.14,C$72.77,499.6%,8.5%,,
8737-1,C$12.14,C$68.59,465.2%,7.3%,,
8738-1,C$12.14,C$70.21,478.5%,13.4%,,
8739-1,C$12.14,C$35.90,195.8%,7.1%,,
8740-1,C$12.14,C$99.50,719.8%,12.2%,,
874-1,,C$56.51,,,,
8741-1,C$12.14,C$67.03,452.3%,10.4%,,
8742-1,C$12.14,C$71.19,486.5%,9.8%,,
8743-1,C$12.14,C$51.31,322.8%,5.1%,,
8744-1,C$12.14,C$78.61,547.7%,10.9%,,
8745-1,C$12.14,C$53.99,344.8%,6.7%,,
8746-1,C$12.14,C$88.88,632.4%,12.3%,,
8747-1,C$12.14,C$87.41,620.2%,12.0%,,
8748-1,C$2.69,C$6.09,126.6%,4.0%,,
875-1,,C$37.88,,,,
8755-1,C$26.99,C$106.22,293.6%,9.6%,,
8756-1,C$26.99,C$155.05,474.5%,10.2%,,
8757-1,C$40.49,C$60.71,49.9%,2.7%,,
8758-1,C$67.49,C$100.43,48.8%,2.5%,,
8759-1,C$107.99,C$205.59,90.4%,2.5%,,
876-1,,C$57.47,,,,
8761-1,C$26.99,C$201.47,646.6%,11.0%,,
8762-1,C$9.44,C$78.29,729.6%,8.2%,,
8763-1,C$9.44,C$134.93,1329.9%,8.4%,,
8764-1,C$40.49,C$352.80,771.4%,17.6%,,
8769-1,C$53.99,C$103.01,90.8%,2.5%,,
8770-1,C$10.79,C$21.87,102.8%,4.5%,,
877-1,,C$237.29,,,,
8771-1,C$10.79,C$22.92,112.5%,3.4%,,
8772-1,C$10.79,C$33.93,214.5%,3.8%,,
8773-1,C$10.79,C$23.80,120.7%,4.7%,,
8774-1,C$10.79,C$20.30,88.2%,2.6%,,
8777-1,C$12.14,C$33.62,177.0%,6.9%,,
8778-1,C$26.99,C$79.43,194.3%,5.0%,,
8779-1,C$40.49,C$94.43,133.2%,2.7%,,
8780-1,C$67.49,C$202.37,199.9%,5.8%,,
878-1,,C$101.21,,,,
8781-1,C$121.49,C$285.69,135.2%,3.9%,,
8782-1,C$10.79,C$53.87,399.4%,8.5%,,
8783-1,C$10.79,C$53.87,399.4%,8.4%,,
8784-1,C$10.79,C$31.21,189.4%,5.6%,,
8785-1,C$10.79,C$40.37,274.2%,4.5%,,
8785452-1,C$37.13,C$53.23,43.4%,4.1%,,
8785476-1,C$37.13,C$87.59,135.9%,10.0%,,
8785483-1,C$37.13,C$101.13,172.4%,11.8%,,
8785490-1,C$37.13,C$61.05,64.4%,5.7%,,
8785506-1,C$39.81,C$51.69,29.8%,2.9%,,
8786-1,C$13.49,C$32.68,142.3%,5.7%,,
8790-1,C$13.49,C$25.18,86.7%,4.0%,,
879-1,C$6.08,C$198.86,3173.3%,8.9%,,
8791-1,C$12.14,C$35.38,191.5%,7.4%,,
8792-1,C$12.14,C$29.48,142.9%,7.8%,,
8793-1,C$12.14,C$47.40,290.5%,6.1%,,
8794-1,C$12.14,C$30.63,152.4%,5.2%,,
8795-1,C$12.14,C$47.12,288.2%,8.9%,,
8796-1,C$12.14,C$33.40,175.2%,3.5%,,
8799-1,C$26.99,C$134.87,399.7%,12.8%,,
88000-1,C$17.99,C$27.00,54.0%,4.3%,,
880001-1,C$21.56,C$126.85,488.4%,8.4%,,
880002-1,C$17.54,C$141.93,709.3%,6.4%,,
880002-2,C$17.54,C$187.52,969.3%,11.4%,,
880002-3,C$17.54,C$148.50,746.8%,10.2%,,
8800-1,C$26.99,C$148.49,450.2%,9.0%,,
88002-1,C$19.99,C$27.72,46.7%,3.6%,,
88003-1,C$17.99,C$23.99,27.0%,3.4%,,
88004-1,C$29.99,C$59.71,77.0%,6.2%,,
88005-1,C$11.99,,,,retail,
88006-1,C$99.99,,,,retail,
88007-1,C$17.99,,,,retail,
88008-1,C$19.99,,,,retail,
88009-1,C$69.99,,,,retail,
880-1,,C$188.99,,,,
88010-1,C$29.99,,,,retail,
8801-1,C$26.99,C$82.39,205.3%,5.6%,,
88011-1,C$17.99,,,,retail,
88012-1,C$119.99,,,,retail,
88013-1,C$49.99,,,,retail,
88014-1,C$49.99,,,,retail,
8802-1,C$26.99,C$134.99,400.2%,8.7%,,
8803-0,C$2.99,C$25.18,523.7%,11.4%,,
8803-1,C$2.99,C$16.85,317.4%,6.7%,,
8803-10,C$2.99,C$7.79,93.0%,4.4%,,
8803-11,C$2.99,C$7.45,84.6%,7.3%,,
8803-12,C$2.99,C$29.39,628.1%,18.9%,,
8803-13,C$2.99,C$6.86,69.9%,6.0%,,
8803-14,C$2.99,C$11.73,190.6%,6.3%,,
8803-15,C$2.99,C$11.45,183.6%,11.7%,,
8803-16,C$2.99,C$14.63,262.5%,13.8%,,
8803-17,C$55.84,C$203.34,135.4%,9.0%,,
8803-18,C$209.40,C$620.97,155.6%,6.5%,,
8803-2,C$2.99,C$13.49,234.1%,8.5%,,
8803-3,C$2.99,C$14.18,251.2%,7.1%,,
8803-4,C$2.99,C$11.84,193.3%,5.1%,,
8803-5,C$2.99,C$16.19,301.0%,8.6%,,
8803-6,C$2.99,C$12.14,200.7%,6.7%,,
8803-7,C$2.99,C$7.30,80.9%,6.1%,,
8803-8,C$2.99,C$7.72,91.3%,6.7%,,
8803-9,C$2.99,C$17.28,328.1%,7.6%,,
8804-0,C$3.49,C$16.00,296.3%,13.5%,,
8804-1,C$3.49,C$9.44,133.8%,4.2%,,
8804-10,C$3.49,C$8.21,103.3%,7.1%,,
8804-11,C$3.49,C$6.75,67.2%,6.6%,,
8804-12,C$3.49,C$8.38,107.7%,7.8%,,
8804-13,C$3.49,C$20.34,404.0%,7.8%,,
8804-14,C$3.49,C$7.99,98.0%,9.7%,,
8804-15,C$3.49,C$6.74,66.9%,8.0%,,
8804-16,C$3.49,C$6.75,67.2%,7.9%,,
8804-17,C$55.84,C$184.19,113.2%,5.4%,,
8804-18,C$209.40,C$443.11,82.4%,6.4%,,
8804-2,C$3.49,C$10.13,150.8%,10.9%,,
8804-3,C$3.49,C$9.56,136.8%,5.4%,,
8804-4,C$3.49,C$8.05,99.3%,5.5%,,
8804-5,C$3.49,C$9.81,143.1%,9.6%,,
8804-6,C$3.49,C$12.30,204.7%,12.1%,,
8804-7,C$3.49,C$10.27,154.5%,10.1%,,
8804-8,C$3.49,C$18.64,361.9%,7.5%,,
8804-9,C$3.49,C$9.40,132.8%,5.6%,,
8805-0,C$3.49,C$10.67,164.2%,13.3%,,
8805-1,C$3.49,C$25.58,533.8%,9.9%,,
8805-10,C$3.49,C$7.71,91.0%,3.5%,,
8805-11,C$3.49,C$9.25,129.1%,5.2%,,
8805-12,C$3.49,C$11.89,194.6%,8.9%,,
8805-13,C$3.49,C$7.80,93.3%,4.5%,,
8805-14,C$3.49,C$26.99,568.6%,16.1%,,
8805-15,C$3.49,C$13.04,223.1%,6.8%,,
8805-16,C$3.49,C$20.01,395.7%,8.7%,,
8805-17,C$55.84,C$168.93,95.5%,9.9%,,
8805-18,C$209.40,C$562.98,131.7%,9.5%,,
8805-2,C$3.49,C$12.10,199.7%,7.9%,,
8805-3,C$3.49,C$19.16,374.6%,12.8%,,
8805-4,C$3.49,C$11.50,184.9%,7.5%,,
8805-5,C$3.49,C$8.56,112.0%,6.3%,,
8805-6,C$3.49,C$47.25,1070.6%,15.0%,,
8805-7,C$3.49,C$9.46,134.4%,5.1%,,
8805-8,C$3.49,C$10.75,166.2%,6.7%,,
8805-9,C$3.49,C$7.34,81.9%,3.7%,,
8808-1,C$11.81,C$60.75,414.3%,14.3%,,
8809-1,C$13.49,C$21.11,56.6%,3.1%,,
8810-1,C$13.49,C$113.39,740.7%,8.8%,,
8811-1,C$40.49,C$196.78,386.0%,9.6%,,
8812-1,C$22.28,C$72.04,223.4%,5.2%,,
8813-1,C$53.99,C$325.24,502.5%,7.5%,,
8815-1,C$13.49,C$155.05,1049.6%,8.1%,,
8816-1,C$26.99,C$61.53,128.0%,3.2%,,
8818-1,C$16.86,C$55.81,231.0%,4.0%,,
8820-1,C$22.94,C$61.98,170.2%,4.2%,,
8821-1,C$26.99,C$130.33,382.9%,11.9%,,
8822-1,C$40.49,C$128.12,216.4%,7.0%,,
8823-1,C$67.49,C$237.10,251.3%,7.8%,,
8824-1,C$34.43,C$67.50,96.1%,2.6%,,
8825-1,,C$33.25,,,,
8826-1,C$13.49,C$110.73,721.0%,6.7%,,
8827-0,C$3.49,C$18.56,244.6%,17.7%,,
8827-1,C$3.49,C$15.09,273.9%,12.8%,,
8827-10,C$3.49,C$35.21,772.2%,27.3%,,
8827-11,C$3.49,C$27.55,582.6%,13.1%,,
8827-12,C$3.49,C$7.64,89.3%,4.6%,,
8827-13,C$3.49,C$7.68,90.3%,3.5%,,
8827-14,C$3.49,C$13.16,226.1%,8.6%,,
8827-15,C$3.49,C$9.44,133.8%,6.4%,,
8827-16,C$3.49,C$10.79,167.2%,6.7%,,
8827-17,C$55.84,C$197.32,128.4%,9.7%,,
8827-18,C$209.40,C$554.20,128.1%,4.7%,,
8827-2,C$3.49,C$6.53,61.9%,3.7%,,
8827-3,C$3.49,C$16.54,309.7%,10.9%,,
8827-4,C$3.49,C$22.19,449.8%,19.5%,,
8827-5,C$3.49,C$10.79,167.2%,7.9%,,
8827-6,C$3.49,C$7.94,96.7%,7.8%,,
8827-7,C$3.49,C$25.15,523.1%,12.0%,,
8827-8,C$3.49,C$10.33,155.9%,6.8%,,
8827-9,C$3.49,C$10.88,169.6%,7.1%,,
8828-1,C$26.99,C$80.08,196.7%,4.0%,,
8829-1,C$36.32,C$115.05,216.8%,6.0%,,
8830-1,,C$88.70,,,,
8831-0,C$3.49,C$12.81,217.4%,6.3%,,
8831-1,C$3.49,C$9.67,139.5%,7.6%,,
8831-10,C$3.49,C$8.01,98.3%,6.4%,,
8831-11,C$3.49,C$10.34,156.2%,8.7%,,
8831-12,C$3.49,C$13.22,227.4%,7.2%,,
8831-13,C$3.49,C$9.75,141.5%,7.9%,,
8831-14,C$3.49,C$12.12,200.3%,8.5%,,
8831-15,C$3.49,C$9.84,143.8%,15.3%,,
8831-16,C$3.49,C$12.22,202.7%,6.7%,,
8831-17,C$55.84,C$224.68,160.1%,7.7%,,
8831-18,C$209.40,C$715.49,194.5%,5.7%,,
8831-2,C$3.49,C$18.02,346.5%,11.7%,,
8831-3,C$3.49,C$39.10,868.6%,23.8%,,
8831-4,C$3.49,C$16.19,301.0%,7.7%,,
8831-5,C$3.49,C$18.13,349.2%,18.6%,,
8831-6,C$3.49,C$27.95,592.3%,12.2%,,
8831-7,C$3.49,C$9.25,129.1%,5.8%,,
8831-8,C$3.49,C$7.99,98.0%,8.8%,,
8831-9,C$3.49,C$7.10,75.9%,6.6%,,
8832-1,C$12.83,C$138.50,979.9%,7.7%,,
8833-0,C$3.49,C$14.81,266.9%,16.9%,,
8833-1,C$3.49,C$8.80,118.1%,6.2%,,
8833-10,C$3.49,C$10.77,166.9%,12.5%,,
8833-11,C$3.49,C$10.04,148.8%,7.7%,,
8833-12,C$3.49,C$11.97,196.7%,16.4%,,
8833-13,C$3.49,C$11.18,176.9%,14.8%,,
8833-14,C$3.49,C$16.19,301.0%,19.6%,,
8833-15,C$3.49,C$10.30,155.2%,8.3%,,
8833-16,C$3.49,C$17.13,324.4%,14.1%,,
8833-17,C$55.84,C$231.30,167.7%,12.1%,,
8833-18,C$209.40,C$908.37,273.8%,9.2%,,
8833-2,C$3.49,C$17.48,333.1%,9.1%,,
8833-3,C$3.49,C$22.10,447.5%,11.1%,,
8833-4,C$3.49,C$9.14,126.4%,6.2%,,
8833-5,C$3.49,C$13.50,234.4%,7.7%,,
8833-6,C$3.49,C$27.85,590.0%,11.2%,,
8833-7,C$3.49,C$18.81,365.9%,14.8%,,
8833-8,C$3.49,C$18.08,347.8%,11.3%,,
8833-9,C$3.49,C$17.44,332.1%,23.1%,,
8835-1,C$26.99,C$222.78,725.5%,7.1%,,
8836-1,C$40.16,C$124.98,211.2%,6.0%,,
8837-1,C$63.45,C$188.42,197.0%,4.0%,,
8838-1,C$40.16,C$337.49,740.3%,10.2%,,
8839-1,C$80.33,C$245.31,205.4%,6.5%,,
8840-1,,C$118.45,,,,
8841-1,C$24.30,C$150.53,519.4%,4.1%,,
8842-1,C$33.74,C$223.03,561.1%,5.6%,,
8843-1,C$33.74,C$571.14,1593.0%,8.2%,,
8844-1,,C$188.82,,,,
8845-1,C$26.99,C$902.92,3245.8%,9.4%,,
8846-1,C$88.97,C$528.46,494.0%,4.8%,,
8847-1,,C$404.34,,,,
8848-1,,C$716.59,,,,
8849-1,C$56.70,C$930.91,1541.8%,8.6%,,
8850-1,,C$307.98,,,,
885-1,C$4.04,C$189.22,4587.6%,9.8%,,
8851-1,C$62.10,C$577.84,830.5%,6.4%,,
8852-1,C$43.20,C$370.17,756.9%,7.9%,,
8853-1,C$43.20,C$393.96,811.9%,7.2%,,
8854-1,C$66.15,C$959.40,1350.3%,9.0%,,
8855-1,C$66.15,C$396.14,498.9%,7.8%,,
8856-1,C$53.99,C$404.99,650.2%,7.9%,,
8857-1,,C$168.68,,,,
8857-2,C$66.83,"C$1,179.45",1665.0%,7.4%,,
8858-1,C$61.97,C$269.93,335.6%,5.6%,,
8858-2,C$93.15,C$995.23,968.4%,6.1%,,
8859-1,,C$886.91,,,,
8860-1,C$79.65,"C$1,915.99",2305.5%,8.4%,,
886-1,C$2.69,C$254.10,9358.3%,10.7%,,
8862-1,C$91.80,C$624.33,580.1%,6.4%,,
8863-1,C$79.99,C$94.49,16.7%,1.8%,,
8864-1,C$119.99,C$155.17,27.7%,2.7%,,
8865-1,C$106.65,C$577.65,441.6%,5.4%,,
8866-1,C$14.99,C$39.89,168.9%,8.4%,,
8867-1,C$29.99,C$115.18,241.4%,18.7%,,
8868-1,C$187.65,"C$1,439.95",667.4%,10.1%,,
8869-1,C$7.99,C$10.98,40.4%,3.1%,,
8870-1,C$7.99,C$13.49,53.9%,2.3%,,
8871-1,C$4.99,C$7.94,47.4%,3.3%,,
8872-1,C$110.70,C$544.00,391.4%,6.1%,,
8873-1,C$10.79,C$40.34,274.0%,7.3%,,
8874-1,C$26.99,C$94.37,249.7%,5.0%,,
8875-1,C$26.99,C$184.40,583.3%,11.4%,,
8876-1,C$53.99,C$131.67,143.9%,3.0%,,
8877-1,C$134.99,C$472.22,249.8%,8.2%,,
8878-1,C$64.99,C$144.52,114.1%,26.9%,,
8879-1,C$17.99,C$22.96,30.9%,1.7%,,
8880-1,C$175.49,"C$1,019.14",480.8%,7.3%,,
8881-1,C$8.49,C$13.28,40.8%,1.8%,,
8882-1,C$11.49,C$22.42,66.3%,3.1%,,
8883-1,C$9.99,C$22.48,122.3%,4.9%,,
8884-1,C$18.99,C$29.73,46.9%,7.2%,,
8885-1,C$11.99,C$16.27,27.0%,1.9%,,
8886-1,C$3.99,C$6.28,55.5%,3.5%,,
8887-1,C$35.99,C$57.77,42.7%,6.5%,,
889-1,C$4.71,C$284.05,5928.9%,10.5%,,
8892-1,C$40.49,C$100.43,148.0%,4.3%,,
8893-1,C$53.99,C$141.59,162.3%,4.4%,,
8894-1,C$101.24,C$153.47,51.6%,4.7%,,
8896-1,C$12.99,C$32.91,144.0%,7.6%,,
8897-1,C$26.99,C$36.99,37.1%,2.2%,,
8898-1,C$39.99,C$60.12,48.5%,4.3%,,
8899-1,C$54.99,C$60.79,12.6%,2.3%,,
8900-1,C$12.14,C$91.03,650.1%,13.1%,,
890-1,C$10.11,C$31.33,209.9%,4.8%,,
8901-1,C$12.14,C$98.74,713.6%,7.3%,,
890-2,,,,,,
8902-1,C$12.14,C$89.36,636.3%,11.5%,,
8903-1,C$12.14,C$162.90,1242.3%,15.5%,,
8904-1,C$12.14,C$87.26,619.0%,10.2%,,
8905-1,C$12.14,C$125.29,932.4%,11.6%,,
8907-1,,C$53.87,,7.4%,,
8908-1,,C$32.68,,3.5%,,
8909-0,C$3.49,C$40.49,903.0%,32.4%,,
8909-1,C$3.49,C$32.05,694.0%,27.6%,,
8909-17,C$31.41,C$319.29,776.0%,21.5%,,
8909-18,C$209.40,"C$1,828.26",654.5%,15.2%,,
8909-2,C$3.49,C$69.96,1633.1%,22.3%,,
8909-3,C$3.49,C$33.18,722.1%,11.8%,,
8909-4,C$3.49,C$29.92,641.1%,26.6%,,
8909-5,C$3.49,C$26.99,568.6%,11.2%,,
8909-6,C$3.49,C$43.36,974.2%,16.6%,,
8909-7,C$3.49,C$35.98,791.3%,12.1%,,
8909-8,C$3.49,C$37.69,833.8%,12.3%,,
8909-9,C$3.49,C$44.48,1002.0%,32.4%,,
8910-1,C$13.49,C$100.32,643.8%,12.6%,,
891-1,C$4.71,C$488.89,10276.5%,12.0%,,
8911-1,C$13.49,C$134.93,900.5%,15.3%,,
8912-1,C$13.49,C$134.87,900.0%,13.6%,,
8913-1,C$13.49,C$124.86,825.8%,14.8%,,
8914-1,C$13.49,C$94.35,599.6%,11.9%,,
891501-1,,C$8.13,,4.1%,,
891502-1,,C$11.76,,11.7%,,
891503-1,,C$6.95,,6.6%,,
891504-1,,C$10.23,,8.5%,,
891506-1,,C$5.28,,9.9%,,
891507-1,,C$8.01,,4.8%,,
891508-1,,C$7.29,,4.1%,,
8915-1,C$13.49,C$89.05,560.3%,12.5%,,
891609-1,,C$6.44,,2.5%,,
8916-1,C$13.49,C$121.66,802.1%,15.1%,,
891610-1,,C$8.64,,4.6%,,
891611-1,,C$8.05,,4.7%,,
891612-1,,C$4.31,,7.6%,,
891613-1,,C$3.89,,5.6%,,
891614-1,,C$6.68,,6.7%,,
891615-1,,C$5.52,,2.2%,,
891616-1,,C$6.13,,9.0%,,
891617-1,,C$5.76,,1.2%,,
891618-1,,C$7.25,,2.1%,,
891619-1,,C$3.33,,12.0%,,
891620-1,,C$5.97,,4.2%,,
8917-1,C$13.49,C$108.12,701.7%,11.5%,,
891721-1,,C$5.75,,2.7%,,
891722-1,,C$5.08,,4.5%,,
891723-1,,C$6.80,,1.5%,,
891724-1,,C$7.87,,6.9%,,
891725-1,,C$7.60,,3.2%,,
891726-1,,C$8.56,,8.2%,,
891727-1,,C$7.67,,3.4%,,
891728-1,,C$5.41,,8.2%,,
891729-1,,C$5.00,,6.6%,,
891730-1,,C$7.55,,3.3%,,
891731-1,,C$5.36,,4.6%,,
891732-1,,C$6.02,,7.7%,,
8918-1,C$13.49,C$134.99,900.9%,14.0%,,
891833-1,,C$5.44,,1.2%,,
891834-1,,C$6.10,,13.3%,,
891835-1,,C$5.55,,14.1%,,
891836-1,,C$4.78,,9.2%,,
891837-1,,C$4.77,,8.2%,,
891838-1,,C$5.21,,9.5%,,
891839-1,,C$4.94,,3.2%,,
891840-1,,C$6.57,,9.5%,,
891841-1,,C$5.05,,8.2%,,
891842-1,,C$4.79,,2.2%,,
891843-1,,C$4.67,,13.4%,,
891844-1,,C$5.54,,7.2%,,
8919-1,C$13.49,C$96.24,613.6%,8.0%,,
891945-1,,C$5.52,,6.2%,,
891946-1,,C$5.24,,2.2%,,
891947-1,,C$4.51,,5.2%,,
891948-1,,C$5.13,,6.2%,,
891949-1,,C$4.05,,10.2%,,
891950-1,,C$5.18,,1.2%,,
891951-1,,C$4.36,,2.2%,,
891952-1,,C$4.71,,6.2%,,
891953-1,,C$4.21,,7.2%,,
891954-1,,C$4.78,,3.2%,,
891955-1,,C$5.36,,4.2%,,
891956-1,,C$5.72,,8.2%,,
891957-1,,C$4.94,,9.2%,,
891958-1,,C$5.17,,10.2%,,
8920-1,C$13.49,C$125.42,829.9%,14.1%,,
892059-1,,C$5.13,,16.1%,,
892060-1,,C$5.00,,3.2%,,
892061-1,,C$6.12,,2.2%,,
892062-1,,C$5.91,,3.2%,,
892063-1,,C$5.04,,5.2%,,
892064-1,,C$5.33,,8.2%,,
892065-1,,C$6.24,,8.2%,,
892066-1,,C$6.05,,9.2%,,
892067-1,,C$5.54,,7.2%,,
892068-1,,C$5.85,,9.2%,,
892069-1,,C$6.37,,4.2%,,
8921-1,C$13.49,C$101.25,650.8%,11.6%,,
8922-1,C$26.99,C$176.51,554.1%,11.8%,,
8923-1,C$26.99,C$276.68,925.3%,13.9%,,
8924-1,C$40.49,C$404.46,899.0%,15.7%,,
8925-1,C$40.49,C$127.58,215.1%,9.4%,,
8926-1,C$67.49,C$114.64,69.9%,6.3%,,
8927-1,C$94.49,C$404.99,328.6%,9.0%,,
8929-1,C$6.74,C$74.18,1001.2%,15.5%,,
8930-1,C$6.74,C$48.18,615.2%,14.1%,,
8931-1,C$6.74,C$47.25,601.4%,13.1%,,
8932-1,C$6.74,C$52.49,679.2%,14.6%,,
8934-1,C$2.69,C$17.93,567.3%,9.2%,,
8935-1,C$20.24,C$242.99,1100.7%,11.6%,,
8939-1,C$26.99,C$325.11,1104.7%,10.7%,,
8940-1,C$53.99,C$424.95,687.1%,11.7%,,
894-1,C$10.11,C$609.93,5932.0%,10.5%,,
8941-1,C$53.99,C$134.99,150.0%,5.9%,,
8942-1,C$67.49,C$235.93,249.6%,9.6%,,
8942-2,C$67.49,C$512.70,659.7%,16.2%,,
8943-1,C$107.99,C$382.56,254.3%,9.6%,,
8944-1,C$9.44,C$114.66,1115.0%,15.5%,,
8945-1,C$9.44,C$50.31,433.2%,9.5%,,
8946-1,C$9.44,C$47.24,400.6%,9.4%,,
8947-1,C$9.44,C$87.08,822.7%,20.2%,,
8948-1,C$9.44,C$23.52,149.2%,9.7%,,
8949-1,C$9.44,C$67.43,614.6%,13.0%,,
895-1,C$12.81,C$32.04,150.1%,2.0%,,
8952-1,C$20.24,C$107.87,433.0%,15.9%,,
8953-1,C$26.99,C$431.99,1500.8%,14.1%,,
8954-1,C$40.49,C$121.37,199.8%,6.1%,,
8956-1,C$8.09,C$47.16,483.1%,13.5%,,
8957-1,C$10.79,C$124.83,1057.3%,15.9%,,
8958-1,C$13.49,C$74.34,451.3%,16.8%,,
8959-1,C$26.99,C$131.67,387.9%,7.0%,,
8960-1,C$40.49,C$152.64,277.0%,6.0%,,
8961-1,C$94.49,C$405.00,328.6%,8.9%,,
8962-1,C$26.99,C$102.53,279.9%,6.2%,,
8963-1,C$44.99,C$138.54,193.3%,8.7%,,
8964-1,C$129.99,C$489.59,262.7%,10.8%,,
8967-1,C$13.49,C$33.95,151.8%,4.3%,,
8968-1,C$26.99,C$44.60,65.3%,4.8%,,
8969-1,C$40.49,C$70.51,74.2%,4.2%,,
8970-1,C$67.49,C$120.92,79.2%,5.5%,,
897-1,C$9.44,C$837.38,8773.8%,11.6%,,
8971-1,C$107.99,C$266.81,147.1%,6.3%,,
8972-1,C$9.44,C$13.49,42.9%,7.4%,,
8973-1,C$9.44,C$60.25,538.5%,13.9%,,
8974-1,C$9.44,C$80.66,754.8%,15.0%,,
8975-1,C$9.44,C$55.28,485.8%,8.8%,,
8976-1,C$9.44,C$78.84,735.5%,11.9%,,
8977-1,C$9.44,C$57.71,511.6%,11.2%,,
8978-1,C$17.54,C$81.86,366.8%,9.5%,,
8979-1,C$17.54,C$94.49,438.8%,9.6%,,
8980-1,C$17.54,C$115.94,561.1%,10.6%,,
8981-1,C$17.54,C$70.35,301.2%,6.9%,,
8982-1,C$17.54,C$100.93,475.5%,8.2%,,
8983-1,C$17.54,C$94.66,439.8%,12.8%,,
8984-1,C$14.99,C$107.96,515.6%,12.7%,,
8985-1,C$14.99,C$76.88,338.4%,11.5%,,
8986-1,C$14.99,C$66.15,277.2%,11.1%,,
8987-1,C$14.99,C$47.57,171.3%,6.9%,,
8988-1,C$14.99,C$112.05,539.0%,9.8%,,
8989-1,C$17.54,C$202.49,1054.7%,13.4%,,
8990-1,C$26.99,C$189.53,602.3%,13.3%,,
8991-1,C$26.99,C$269.92,900.2%,15.7%,,
8992-1,C$24.99,C$99.89,270.1%,10.4%,,
8993-1,C$40.49,C$182.97,351.9%,13.5%,,
8994-1,C$49.99,C$103.59,91.9%,3.2%,,
8995-1,C$79.99,C$96.48,19.1%,3.7%,,
8996-1,C$121.49,C$536.04,341.2%,10.0%,,
8998-1,C$67.49,C$337.49,400.1%,7.9%,,
900-1,,C$474.61,,,,
9001857-1,,,,,,
900-2,C$0.68,C$34.18,4964.0%,6.5%,,
9002-1,C$199.99,C$364.95,80.2%,27.6%,,
9004-1,C$199.99,C$349.92,72.8%,25.3%,,
9006-1,,,,,,
9008-1,C$139.99,C$209.24,56.6%,20.1%,,
901-1,,C$151.16,,,,
901-2,C$0.68,C$24.45,3522.0%,7.8%,,
90-2,,,,,,
9020-1,C$318.26,,,,,
902-1,C$0.68,C$17.81,2538.0%,5.2%,,
9023-1,C$2.69,,,,,
9027-1,C$53.99,C$92.06,70.5%,4.2%,,
9030-1,C$202.49,C$223.36,10.3%,2.2%,,
903-1,C$0.68,C$32.25,4678.0%,6.4%,,
905-1,C$6.68,"C$2,429.41",36254.8%,,,
9058-1,C$29.69,,,,,
9060-1,C$20.24,C$40.62,100.7%,2.1%,,
906-1,,C$39.06,,,,
9065-1,C$40.84,,,,,
9071-1,C$24.98,C$36.38,45.7%,3.2%,,
9076-1,C$121.49,C$168.52,38.7%,2.8%,,
9077-1,C$156.59,C$203.16,29.7%,2.4%,,
9078-1,C$121.49,C$190.31,56.7%,4.2%,,
9079-1,C$53.99,C$99.91,85.1%,5.8%,,
9089-1,C$95.85,,,,,
9090-1,,C$381.44,,,,
9091-1,C$94.49,C$165.85,75.5%,6.7%,,
9092-1,C$12.99,C$59.51,341.2%,10.3%,,
9093-1,C$12.99,C$62.55,363.8%,13.8%,,
9094-1,C$12.99,C$58.51,333.8%,14.5%,,
9095-1,C$12.99,C$112.02,730.6%,19.8%,,
9-1,,,,,,
910-1,,C$616.90,,,,
9101-1,C$29.99,C$57.50,70.4%,8.0%,,
9102-1,C$24.99,C$52.91,96.0%,8.8%,,
9103-1,C$59.99,C$124.38,84.3%,7.5%,,
9104-1,C$74.99,C$131.18,62.0%,5.9%,,
9105-1,C$49.99,C$79.61,47.5%,6.2%,,
9106-1,C$17.99,C$55.39,215.9%,12.6%,,
9107-1,C$24.99,C$58.23,115.8%,9.9%,,
911-1,,,,,,
911506-1,,C$5.36,,16.2%,,
911508-1,,C$4.95,,4.6%,,
911509-1,,C$4.36,,7.1%,,
911510-1,,C$7.98,,3.4%,,
911511-1,,C$5.39,,12.5%,,
911607-1,,C$9.23,,9.7%,,
911608-1,,C$4.21,,10.6%,,
911609-1,,C$6.41,,7.8%,,
911610-1,,C$8.48,,7.2%,,
911611-1,,C$8.28,,3.5%,,
911612-1,,C$10.07,,11.8%,,
911613-1,,C$5.89,,5.2%,,
911614-1,,C$5.72,,9.1%,,
911615-1,,C$8.52,,6.7%,,
911616-1,,C$6.70,,5.2%,,
911617-1,,C$6.39,,5.8%,,
911618-1,,C$7.56,,,,
911719-1,,C$8.95,,6.2%,,
911720-1,,C$6.74,,3.2%,,
911721-1,,C$8.07,,3.8%,,
911722-1,,C$4.94,,9.6%,,
911723-1,,C$4.74,,14.7%,,
